STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT,EVENT_TYPE,SEVERITY_SCORE,TEMP_7DAY_AVG,MAX_3DAY_ROLLING
1001099999,2024-02-10,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",23.8,24,  17.7,24,1011.4,24,10.2,24, 29.5, 4,9.0,24,15.7,24.3,26.2, ,19.0, ,0.12,G,999.9,0,NORMAL,21.849999999999998,25.114285714285717,27.0
1001099999,2024-02-11,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",25.3,24,  17.7,24,1014.5,24,13.3,24, 21.0, 4,15.5,24,20.2,23.7,26.4, ,20.8, ,0.0,G,999.9,0,NORMAL,22.06,25.88571428571429,27.0
1001099999,2024-02-12,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",29.7,24,  24.2,24,1009.6,24,8.4,24, 15.8, 4,12.4,24,18.6,25.3,33.3, ,25.5, ,, ,999.9,1000,NORMAL,23.009999999999998,26.52857142857143,33.3
1001099999,2024-02-13,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",32.2,24,  28.2,24, 992.6,24,991.4,24,  5.3, 4,16.6,24,31.7,50.5,35.2, ,27.1, ,, ,999.9,11000,NORMAL,32.75,27.014285714285716,35.2
1001099999,2024-02-14,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",22.5,24,  19.8,24, 998.7,24,997.5,24,  8.7, 4,21.3,24,35.2,48.4,31.3, ,19.0, ,0.08,G,999.9,0,NORMAL,36.03,26.457142857142856,35.2
1001099999,2024-02-15,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",14.6,19,   6.9,19,1003.2,19,2.0,19,  7.6, 4,17.8,19,30.1,50.1,30.6, ,8.8, ,0.05,G,999.9,1000,NORMAL,31.5,24.900000000000002,35.2
1001099999,2024-02-16,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",15.4,24,   1.8,24,1012.6,24,11.4,24, 14.8, 4,8.6,24,12.8,32.6,19.0, ,9.3, ,0.02,G,999.9,1000,NORMAL,15.16,23.357142857142858,31.3
1001099999,2024-02-17,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",17.7,24,   8.4,24,1019.9,24,18.7,24, 18.6, 4,7.3,24,13.4,23.9,25.0, ,9.5, ,0.0,G,999.9,0,NORMAL,16.88,22.485714285714288,30.6
1001099999,2024-02-18,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",28.6,24,  25.6,24,1014.3,24,13.1,24,  5.4, 4,4.1,24,14.2,19.0,31.6, ,21.7, ,, ,999.9,1000,NORMAL,19.42,22.957142857142856,31.6
1001099999,2024-02-19,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",32.5,24,  29.8,24,1005.3,24,4.1,24, 19.9, 4,9.1,24,18.6,24.9,33.3, ,28.0, ,0.06,G,999.9,0,NORMAL,24.509999999999998,23.357142857142858,33.3
1001099999,2024-02-20,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",34.0,24,  33.2,24, 995.3,24,994.1,24,  0.8, 4,13.6,24,19.4,26.0,34.9, ,31.8, ,0.02,G,999.9,110000,NORMAL,24.549999999999997,23.614285714285717,34.9
1001099999,2024-02-21,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",33.6,23,  32.2,23, 985.4,23,984.2,23,  6.7, 4,12.5,23,19.0,25.1,34.9, ,30.6, ,0.05,G,999.9,10000,NORMAL,25.019999999999996,25.2,34.9
1001099999,2024-02-22,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",35.3,24,  31.4,24, 979.3,24,978.2,24,  8.9, 4,9.9,24,18.3,26.0,36.7, ,30.6, ,0.0,G,999.9,0,NORMAL,23.82,28.157142857142855,36.7
1001099999,2024-02-23,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",31.7,24,  28.8,24, 983.5,24,982.3,24, 12.2, 4,23.4,24,34.6,52.4,36.1, ,29.1, ,0.0,G,999.9,11000,NORMAL,35.05,30.485714285714284,36.7
1001099999,2024-02-24,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",24.7,24,  21.4,24, 991.5,24,990.3,24,  2.8, 4,28.5,24,34.2,49.3,31.3, ,22.3, ,0.13,G,999.9,1000,NORMAL,36.58,31.485714285714284,36.7
1001099999,2024-02-25,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",20.5,24,  15.9,24, 999.2,24,998.0,24,  9.9, 4,11.6,24,18.5,30.7,23.5, ,16.2, ,0.06,G,999.9,0,NORMAL,21.5,30.32857142857143,36.1
1001099999,2024-02-26,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",30.1,24,  28.4,24, 988.6,24,987.4,24,  2.6, 4,11.4,24,22.0,30.3,32.9, ,16.2, ,0.15,G,999.9,1000,NORMAL,29.019999999999996,29.985714285714288,32.9
1001099999,2024-02-27,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",32.5,24,  31.4,24, 970.9,24,969.8,24,  3.0, 4,6.5,24,29.3,37.3,36.3, ,27.7, ,0.46,G,999.9,110000,NORMAL,42.9,29.771428571428572,36.3
1001099999,2024-02-28,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",13.4,23,   8.0,23, 981.2,23,980.0,23,  2.0, 4,22.0,23,37.1,55.9,33.8, ,8.4, ,0.28,G,999.9,1000,NORMAL,43.11,26.88571428571429,36.3
1001099999,2024-02-29,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",14.8,24,   5.6,24, 988.7,24,987.5,24, 15.4, 4,11.9,24,21.0,35.0,18.1,*,10.2, ,0.06,G,999.9,1000,NORMAL,21.63,23.957142857142856,36.3
1001099999,2024-03-01,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",22.3,23,  18.3,23, 999.0,23,997.8,23,  3.2, 4,24.2,23,32.2,44.3,26.4, ,15.3, ,0.0,G,999.9,1000,NORMAL,30.459999999999997,22.614285714285717,33.8
1001099999,2024-03-02,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",23.1,24,  20.1,24,1016.6,24,15.4,24,  9.0, 4,12.8,24,26.0,39.0,25.0, ,19.4, ,0.07,G,999.9,0,NORMAL,27.45,22.38571428571429,26.4
1001099999,2024-03-03,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",29.3,24,  23.8,24,1021.7,24,20.5,24, 15.5, 4,9.5,24,15.0,19.6,31.1, ,19.4, ,0.0,G,999.9,0,NORMAL,19.83,23.642857142857142,31.1
1001099999,2024-03-04,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",34.4,24,  33.1,24,1017.6,24,16.3,24,  6.1, 4,11.9,24,17.1,23.1,36.1, ,28.4, ,, ,999.9,10000,NORMAL,22.8,24.25714285714286,36.1
1001099999,2024-03-05,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",33.3,24,  32.8,24,1021.4,24,20.2,24,  0.2, 4,3.5,24,8.4,17.3,36.1, ,32.4, ,0.03,G,999.9,110000,NORMAL,17.46,24.37142857142857,36.1
1001099999,2024-03-06,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",34.9,24,  34.0,24,1027.4,24,26.2,24,  3.0, 4,5.1,24,11.1,19.8,36.5, ,33.1, ,0.02,G,999.9,10000,NORMAL,19.22,27.442857142857143,36.5
1001099999,2024-03-07,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",32.8,23,  32.0,23,1027.3,23,26.1,23,  1.1, 4,4.1,23,8.5,17.3,36.0, ,30.7, ,0.02,G,999.9,110000,NORMAL,17.25,30.014285714285712,36.5
1001099999,2024-03-08,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",32.2,24,  31.8,24,1028.4,24,27.2,24,  5.2, 4,6.1,24,11.5,14.0,33.8, ,30.7, ,0.0,G,999.9,100000,NORMAL,18.189999999999998,31.428571428571427,36.5
1001099999,2024-03-09,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",31.4,24,  31.1,24,1028.1,24,26.9,24,  0.2, 4,2.5,24,5.6,13.0,33.3, ,28.0, ,0.0,I,999.9,100000,NORMAL,13.909999999999998,32.614285714285714,36.0
1001099999,2024-03-10,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",29.9,24,  28.9,24,1024.8,24,23.6,24, 15.8, 4,1.8,24,7.8,10.5,33.4, ,25.0, ,0.0,I,999.9,100000,NORMAL,15.48,32.699999999999996,33.8
1001099999,2024-03-11,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",31.2,24,  28.2,24,1021.7,24,20.5,24, 15.5, 4,6.7,24,17.7,22.5,34.0, ,27.1, ,0.0,G,999.9,0,NORMAL,22.589999999999996,32.24285714285715,34.0
1001099999,2024-03-12,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",28.0,24,  25.6,24,1020.2,24,19.0,24,  8.2, 4,7.0,24,14.4,18.5,30.0, ,26.1, ,0.0,G,999.9,1000,NORMAL,19.08,31.485714285714288,34.0
1001099999,2024-03-13,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",25.4,24,  21.6,24,1010.8,24,9.6,24, 12.4, 4,13.8,24,26.2,37.5,30.2,*,19.2, ,0.01,G,999.9,1000,NORMAL,27.65,30.128571428571426,34.0
1001099999,2024-03-14,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",19.3,24,  12.7,24,1006.4,24,5.2,24,  7.1, 4,23.8,24,32.1,43.5,23.5, ,13.8, ,0.0,G,999.9,0,NORMAL,29.52,28.2,30.2
1001099999,2024-03-15,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",8.3,24,   0.0,24,1017.0,24,15.7,24,  3.7, 4,16.0,24,20.2,30.3,18.1, ,1.8, ,0.0,G,999.9,1000,NORMAL,19.57,24.785714285714285,30.2
1001099999,2024-03-16,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",6.6,24,  -3.7,24,1022.4,24,21.2,24, 14.0, 4,8.5,24,13.4,23.3,13.1, ,1.8, ,0.02,G,999.9,1000,NORMAL,13.809999999999999,21.242857142857144,23.5
1001099999,2024-03-17,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",19.0,24,  10.1,24,1011.1,24,9.9,24, 11.2, 4,10.5,24,29.5,39.0,23.9, ,8.4, ,0.0,G,999.9,0,NORMAL,27.819999999999997,19.685714285714287,23.9
1001099999,2024-03-18,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",26.7,24,  18.6,24,1006.2,24,5.0,24, 13.0, 4,12.8,24,26.2,55.4,30.2, ,21.2, ,0.0,I,999.9,0,NORMAL,27.4,19.042857142857144,30.2
1001099999,2024-03-19,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",34.6,22,  23.7,22,1002.9,22,1.7,22, 11.2, 4,23.4,22,38.9,59.2,37.4, ,26.2, ,0.0,I,999.9,0,NORMAL,38.449999999999996,19.985714285714288,37.4
1001099999,2024-03-20,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",35.6,24,  28.5,24, 996.0,24,994.8,24,  6.4, 4,19.9,24,28.0,53.8,39.0, ,31.6, ,, ,999.9,11000,NORMAL,31.299999999999997,21.442857142857143,39.0
1001099999,2024-03-21,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",35.7,24,  32.1,24, 992.8,24,991.7,24,  7.3, 4,21.4,24,26.8,35.7,37.6, ,34.0, ,, ,999.9,10000,NORMAL,30.04,23.78571428571429,39.0
1001099999,2024-03-22,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",35.5,24,  29.5,24, 999.9,24,998.8,24, 12.9, 4,24.8,24,31.1,45.6,38.5, ,30.7, ,, ,999.9,10000,NORMAL,33.32,27.671428571428574,39.0
1001099999,2024-03-23,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",24.1,24,  18.6,24,1019.7,24,18.5,24,  8.7, 4,19.8,24,27.2,42.5,33.1, ,16.3, ,, ,999.9,1000,NORMAL,28.97,30.171428571428574,38.5
1001099999,2024-03-24,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",22.4,24,  14.2,24,1019.3,24,18.1,24, 19.4, 4,14.2,24,21.8,28.9,27.5, ,16.2, ,, ,999.9,1000,NORMAL,23.509999999999998,30.657142857142862,38.5
1001099999,2024-03-25,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",23.2,24,  17.0,24,1018.7,24,17.5,24,  4.5, 4,16.4,24,25.4,33.6,27.5, ,19.0, ,, ,999.9,1000,NORMAL,26.029999999999998,30.157142857142855,33.1
1001099999,2024-03-26,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",25.3,17,  17.2,17,1014.7,17,13.5,17, 14.8, 4,13.9,17,19.6,27.6,27.5, ,24.3, ,0.08,G,999.9,1000,NORMAL,23.97,28.82857142857143,27.5
1001099999,2024-03-27,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",25.5,15,  15.3,15,1013.4,15,12.2,15, 31.8, 4,8.8,15,12.8,16.9,27.5, ,22.5, ,0.0,G,999.9,0,NORMAL,17.21,27.38571428571429,27.5
1001099999,2024-04-01,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",20.6, 6,  10.9, 6,1035.3, 6,34.1, 6,999.9, 0,13.1, 6,17.5,29.3,23.2, ,20.1, ,0.0,G,999.9,0,NORMAL,19.21,25.228571428571428,27.5
1001099999,2024-04-02,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",21.2, 7,  12.1, 7,1031.1, 7,29.9, 7,999.9, 0,8.0, 7,12.6,19.4,23.5, ,19.4, ,0.0,I,999.9,0,NORMAL,15.869999999999997,23.185714285714283,27.5
1001099999,2024-04-03,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",27.3,24,  19.3,24,1019.9,24,18.7,24, 16.3, 4,6.6,24,12.8,17.9,30.2, ,21.9, ,, ,999.9,1000,NORMAL,18.019999999999996,23.642857142857142,30.2
1001099999,2024-04-04,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",23.5,24,  17.2,24,1015.7,24,14.5,24, 30.3, 4,13.5,24,23.7,32.2,27.3, ,19.9, ,0.0,G,999.9,0,NORMAL,24.78,23.8,30.2
1001099999,2024-04-05,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",22.0,24,  15.5,24,1015.5,24,14.3,24,  5.6, 4,17.2,24,21.6,31.3,23.4, ,19.4, ,0.05,G,999.9,1000,NORMAL,23.39,23.62857142857143,30.2
1001099999,2024-04-06,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",21.3,24,  12.7,24,1015.3,24,14.1,24, 14.0, 4,12.1,24,19.2,27.2,22.5, ,19.4, ,0.01,G,999.9,1000,NORMAL,20.439999999999998,23.057142857142857,27.3
